The Beach Boys,All Summer Long,
The Beach Boys,All Summer Long [Vocals],
Kid Rock,All Summer Long,
Haywire,"All Talk, No Action",
Mary J. Blige,All That I Can Say,
Mary J. Blige,All That I Can Say,
Collective Soul,All That I Know,
MC Mario,All That I Like [Barrucco's House Mix],
De Nuit,All That Mattered (Love You Down),
De Nuit,All That Mattered (Love You Down) [East Sunshine Mix],
Ace of Base,All That She Wants,
Ace of Base,All That She Wants [Banghra Version],
Ace of Base,All That She Wants,
Thievery Corporation,All That We Perceive,
Econoline Crush,All That You Are,
Econoline Crush,All That You Are,
Kenny Rogers,All That You Can Be,
Maino Featuring T-Pain,All The Above,
Jesus Jones,All the Answers,
Triumph,All the King's Horses,
Tom Cochrane,All the Kings Men,
Kylie Minogue,All The Lovers,
Whitney Houston,All the Man That I Need,
Babylon Zoo,All the Money's Gone,
Cary Brothers,All the Rage,
Elvis Costello,All the Rage,
R.E.M.,All the Right Friends,
OneRepublic,All The Right Moves,
Sick Puppies,All the Same,
Blink-182,All the Small Things,
Blink-182,All the Small Things,
Blink-182,All the Small Things,
Joe,All the Things (Your Man Won't Do),
Simple Minds,All the Things She Said,
t.A.T.u.,All the Things She Said [Mark!'s Intellectual Vocal],
t.A.T.u.,All the Things She Said,
t.A.T.u.,All the Things She Said,
Frank Sinatra,All the Things You Are,
Boyzone,All the Time in the World,
The Strokes,All The Time,
Mavi vs. Driverspeed,All the Troubles [Original Mix],
Etta James,All the Way Down,
Frank Sinatra,All The Way Home,
Spinal Tap,All the Way Home,
R.E.M.,All the Way to Reno,
Roscoe Dash & Soulja Boy,All The Way Turnt It Up,
Craig David,All the Way,
Crewz Control,All the Way [Club Mix],
Frank Sinatra,All The Way,
Frank Sinatra,All The Way,
Mott the Hoople,All the Young Dudes,
Mott the Hoople,All the Young Dudes,
The Killers,All These Things That I've Done,
Widelife Featuring Simone Denny,All Things (Just Keep Getting Better) [Barry Harris Club Interpretation],
Widelife Featuring Simone Denny,All Things (Just Keep Getting Better),
Widelife Featuring Simone Denny,All Things (Just Keep Getting Better) [Radio Edit],
Widelife Featuring Simone Denny,All Things (Just Keep Getting Better) [Radio Edit],
Monty Python,All Things Dull And Ugly,
The Weepies,All this Beauty,
The Beach Boys,All This Is That,
DeBarge,All This Love,
Jonathan Peters Featuring Sylver Logan Sharp,All This Time [Radio Edit],
Sting,All This Time,
Elvis Costello,All This Useless Beauty,
Pearl Jam,All Those Yesterdays,
Carter Burwell,All Through the Night,
Ella Fitzgerald,All Through the Night,
Robin Thicke,All Tied Up,
Kelly Llorenna,All Time High,
Rita Coolidge,All Time High,
Ray Charles,All to Myself Alone,
Marianas Trench,All To Myself,
The Tragically Hip,All Tore Up,
Neo Tokyo,All Trust Is Gone,
Sloan,All Used Up,
Kim Mitchell,All We Are,
Kim Mitchell,All We Are [Live],
Kim Mitchell,All We Are,
The Big Yard Family Featuring Shaggy,All We Need Is Love (Christmas in the Yard),
Our Lady Peace,All You Did Was Save My Life,
The Mavericks,All You Do Is Bring Me Down,
The Beatles,All You Need Is Love,
Michelle Wright,All You Really Wanna Do,
Michelle Branch,All You Wanted,
Michelle Branch,All You Wanted,
RTZ,All You've Got,
The Band Perry,All Your Life,
K'La,All Your Love,
Carrie Underwood,All-American Girl,
Aadesh Srivastava,Allahu (Dev),
The Benedictine Monks Of Santo Domingo De Silos,"Alleluia, Beatus Vir Qui Suffert",
The Benedictine Monks Of Santo Domingo De Silos,"Alleluia, Dies Santificatus",
Billy Joel,Allentown,
Billy Joel,Allentown [Live],
Bent Fabric,Alley Cat,
Hollywood Argyles,Alley Oop,
Tegan and Sara,Alligator [Automatic Panic Remix],
Brandy,Almost Doesn't Count,
Avenged Sevenfold,Almost Easy,
Mark Chesnutt,Almost Goodbye,
The Rolling Stones,Almost Hear You Sigh,
Megadeth,Almost Honest,
Frank Sinatra,Almost Like Being in Love,
Natalie Cole,Almost Like Being In Love,
Yes,Almost Like Love,
Mike Reno & Ann Wilson,Almost Paradise,
Mike Reno & Ann Wilson,Almost Paradise,
Etta James,Almost Persuaded,
Bowling for Soup,Almost,
Sarah Harmer,Almost,
Foo Fighters,Alone & Easy Target,
Gilbert O'Sullivan,Alone Again (Naturally),
Love,Alone Again Or,
Alyssa Reid,Alone Again,
Instrumental,Alone at the Drive-In-Movie,
David Usher,Alone in the Universe,
Chet Baker,Alone Together,
Above & Beyond,Alone Tonight [Above & Beyond Club Mix],
Above & Beyond,Alone Tonight [Radio Mix],
Jake Owen,Alone With You,
Bee Gees,Alone,
Glee Cast,Alone,
Heart,Alone,
Kim Sozzi,Alone [Johnny Budz Radio Mix],
Lasgo,Alone [Peter Luts Remix],
Chicago,Along Comes a Woman,
Chicago,Along Comes a Woman,
Stromae Featuring Kanye West & Gilbere Forte,Alors On Danse [Nevins No Fog Horn Edit],
Prince,Alphabet St.,
Prince,Alphabet St.,
The Eagles,Already Gone,
Kelly Clarkson,Already Gone,
Kelly Clarkson,Already Gone,
Sugarland,Already Gone,
Tony Bennett with Diana Krall,"Alright,Okay You Win",
Darius Rucker,Alright,
Five for Fighting,Alright,
Jamiroquai,Alright [D&C Electro Groove Mix],
Janet Jackson,Alright,
Kinnie Starr,Alright [Blackwatch Vocal Club Mix],
The Lucy Nation,Alright,
Murk,Alright [Original 3 Remix],
New School,Alright,
Pitbull Featuring Machel Montano,Alright,
Red Carpet,Alright [Den Hentrix & Raffa Mix],
Eumir Deodato,Also Sprach Zarathustra (2001),
Barenaked Ladies,Alternative Girlfriend,
Barenaked Ladies,Alternative Girlfriend,
Ross Bagdasarian,The Alvin Show,
Chocolate Puma,Always And Forever,
Heatwave,Always And Forever,
Luther Vandross,Always And Forever,
Howard Jones,Always Asking Questions,
Mariah Carey,Always Be My Baby,
Mariah Carey,Always Be My Baby,
Mariah Carey,Always Be My Baby,
Paul Carrack,Always Better With You,
Nine Yards,Always Find a Way,
Nine Yards,Always Find a Way,
Nine Yards,Always Find a Way,
Shenandoah,"Always Have, Always Will",
Monty Python,Always Look on the Bright Side of Life,
DJ Tatana Featuring Jael,Always on My Mind [DJ Tatana Sirup Mix],
DJ Tatana Featuring Jael,Always on My Mind [Radio Edit],
Michael Buble,Always on My Mind,
Pet Shop Boys,Always on My Mind,
Pet Shop Boys,Always on My Mind,
Pet Shop Boys,Always on My Mind,
Willie Nelson,Always on My Mind,
Willie Nelson,Always on My Mind,
Lenny Kravitz,Always on the Run,
Ja Rule Featuring Ashanti,Always on Time,
Ja Rule Featuring Ashanti,Always on Time,
Sheryl Crow & Sting,Always on Your Side,
Love,Always See Your Face,
Naked Eyes,Always Something There to Remind Me,
Naked Eyes,Always Something There to Remind Me,
Birdman Featuring Lil Wayne,Always Strapped,
Gloria Estefan,Always Tomorrow,
Gary Glitter,Always Yours,
Sophie Zelmani,Always You,
John Williams,Always: Theme,
Atlantic Starr,Always,
Bon Jovi,Always,
Bon Jovi,Always,
Erasure,Always,
Neverending White Lights,Always,
Pate No.1 Featuring Colinda,Always [Dallas Superstars Remix],
Pate No.1 Featuring Colinda,Always [Club Edit],
Patsy Cline,Always,
The Starlite Singers,Always [Cover],
Tom Kimmel,Always,
Trina Featuring Monica,Always,
Jason Michael Carroll,Alyssa Lies,
Extreme,Am I Ever Gonna Change,
Sheryl Crow,Am I Getting Through (Parts 1 & 2),
Asia,Am I in Love?,
Kon Kan,Am I in Love,
The Partridge Family,Am I Losing You,
Oxygen Featuring Andrea Britton,Am I on Your Mind?,
Oxygen Featuring Andrea Britton,Am I on Your Mind? [Ian Van Dahl Mix],
Erasure,Am I Right?,
Barenaked Ladies,Am I the Only One?,
Dierks Bentley,Am I The Only One,
Alexandre Pires,Amame,
Boston,Amanda,
Boston,Amanda,
Jason Aldean,Amarillo Sky,
Lonestar,Amazed,
Frank Mills,Amazing Grace,
Glen Campbell,Amazing Grace [Live],
Judy Collins,Amazing Grace,
Yes,Amazing Grace,
The Who,Amazing Journey - Sparks,
Aerosmith,Amazing,
Aerosmith,Amazing,
DJ Flex,Amazing [Antoine Clamaran Mix],
George Michael,Amazing [Full Intention Remix],
George Michael,Amazing [Album Version],
Inna,Amazing,
Josh Kelley,Amazing,
Madonna,Amazing,
Seal,Amazing [Thin White Duke Edit],
Brian Setzer Orchestra,The Amens,
Flash Brothers,Amen [Lys Dream Mix],
Jewel,Amen,
Kid Rock,Amen,
Meek Mill Featuring Drake & Jeremih,Amen [Clean],
Full Intention,America (I Love America),
Full Intention,America (I Love America) [Sugar Daddy 12'' Mix],
Violent Femmes,America Is,
Five for Fighting,America Town,
Dave Matthews Band,American Baby [Radio Edit],
Barry Manilow & Bruce Sussman & Charles Albertine & Les Elgart,American Bandstand ('Bandstand Boogie'),
Frank Sinatra,American Beauty Rose,
Estelle Featuring Kanye West,American Boy,
Estelle Featuring Kanye West,American Boy [Soul Seekerz Club Mix],
Estelle Featuring Kanye West,American Boy,
Jada,American Cowboy [Funk Generation Radio Mix],
Dead Can Dance,American Dreaming [Live],
MC Mario Featuring Datdude,American Dream [Steve Watts & Grand Gazou Radio Mix],
Nitty Gritty Dirt Band,American Dream,
Counting Crows,American Girls,
Tom Petty and The Heartbreakers,American Girl,
Lady Antebellum,American Honey,
Garth Brooks,American Honky-Tonk Bar Association,
Green Day,American Idiot,
Madonna,American Life,
Violent Femmes,American Music,
Violent Femmes,American Music,
Don McLean,American Pie,
Don McLean,American Pie,
Don McLean,American Pie,
Madonna,American Pie,
Madonna,American Pie,
Madonna,American Pie,
Rick McGhie,American Pie [Live],
Treble Charger,American Psycho,
The Righteous Brothers,American Rock And Roll,
Brad Paisley,American Saturday Night,
John Mann,American TV,
Rob Zombie,American Witch,
The Guess Who,American Woman,
The Guess Who,American Woman,
The Guess Who,American Woman,
Jaymz Bee,American Woman,
Lenny Kravitz,American Woman,
Lenny Kravitz,American Woman,
Hollerado,Americanarama,
Lady GaGa,Americano,
Lady GaGa,Americano [Gregori Klosman Remix],
Corky & The Juice Pigs,Americans,
Simple Minds,The American,
Kim Mitchell,America,
Neil Diamond,America,
Neil Diamond,America,
Simon & Garfunkel,America,
Spinal Tap,America [2009 Version],
Spinal Tap,America,
Yes,America,
'Weird Al' Yankovic,Amish Paradise,
Fountains of Wayne,Amity Gardens,
Ian Carey & Rosette Featuring Timbaland & Donnie Brasco,Amnesia,
Ian Carey & Rosette Featuring Timbaland & Donnie Brasco,Amnesia,
Saga,Amnesia,
SK8,Amnesty [Chris Cox Radio Edit],
666,Amok [Radio Mix],
Delerium,Amongst The Ruins,
Pearl Jam,Amongst The Waves,
Los Sabrosos,Amor De Adolescente,
Compay Segundo,Amor De Loca Juventud,
Porn Kings,Amour (C'Mon) [DJ Supreme Remix],
Porn Kings,Amour,
Van Halen,Amsterdam,
50 Cent,Amusement Park,
Martin Denny,Amy's Theme,
Prophet Omega,An Area Big Enough to Do It In,
The Bravery,An Honest Mistake,
The Tragically Hip,An Inch an Hour,
Billy Joel,An Innocent Man,
Billy Joel,An Innocent Man,
Billy Joel,An Innocent Man [Live],
Three Dog Night,An Old Fashioned Love Song,
Randy Travis,An Old Pair of Shoes,
Rush,Anagram (For Mongo),
Sex Pistols,Anarchy in the U.K.,
Queensryche,Anarchy-X,
Raffi,Anasi,
Slash,Anastasia,
Prairie Oyster,Ancient History,
The Beatles,And I Love Her,
The Beatles,And I Love Her,
Don McLean,And I Love You So,
Perry Como,And I Love You So,
The DEY,And I Miss You,
Bimbo Jones,And I Try [Original],
Bimbo Jones,And I Try,
Glee Cast,And I'm Telling You I'm Not Going,
Jennifer Hudson,And I'm Telling You I'm Not Going,
Spirit of the West,And If Venice Is Sinking,
Van Morrison,And It Stoned Me,
Ciara,And I,
Steven Wright,And Now Little Green Bag...,
Lucas Prata,And She Said... [Valentin Extended Mix],
Talking Heads,And She Was,
Talking Heads,And She Was,
Billy Joel,And So It Goes,
Billy Joel,And So It Goes,
Reba McEntire,And Still,
The Whispers,And the Beat Goes On,
The Thugz,And The Starts Moved On [Live],
Young Jeezy Featuring Mannie Fresh,And Then What,
The Hooters,And We Danced,
"Blood, Sweat and Tears",And When I Die,
Yes,And You And I [Live],
a-ha,And You Tell Me,
The Beach Boys,And Your Dream Comes True,
Tania Libertad,Anda Mareado,
Zuckerbaby,Andromeda,
Zuckerbaby,Andromeda,
Earle Hagen,The Andy Griffith Show,
Nirvana,Aneurysm,
Dean Martin,Angel Baby,
The Stanley Brothers,Angel Band,
Ella Fitzgerald,Angel Eyes [Layo & Bushwacka Remix],
Ella Fitzgerald,Angel Eyes,
Jack Jones,Angel Eyes,
The Jeff Healey Band,Angel Eyes,
Jim Brickman,Angel Eyes,
Johanne Blouin,Angel Eyes,
Love And Theft,Angel Eyes,
Sonny Stitt,Angel Eyes,
Willie Nelson,Angel Flying Too Close to the Ground,
Santana,Angel Love (Come For Me),
U2,Angel of Harlem,
U2,Angel of Harlem,
Monica,Angel of Mine,
Juice Newton,Angel of the Morning,
Kaskade,Angel On My Shoulder [EDX's Belo Horizonte At Night Mix],
Kaskade,Angel On My Shoulder [EDX's Radio Edit],
Jewel,Angel Standing By,
Aerosmith,Angel's Eye,
Richard Marx,Angel's Lullaby,
ABBA,Angeleyes,
Richard Marx,Angelia,
Delerium Featuring Isabel Bayrakdarian,Angelicus [Andy Moor Full Length Mix],
Delerium Featuring Isabel Bayrakdarian,Angelicus [Andy Moor Radio Edit],
Badlees,Angeline Is Coming Home,
Eric Turner Featuring Lupe Fiasco & Tinie Tempah,Angels & Stars [Nevins Radio Edit],
Alabama,Angels Among Us,
Our Lady Peace,Angels Losing Sleep,
The Pretenders,Angels of the Morning,
Counting Crows,Angels of the Silences,
Alex De Grassi,Angels We Have Heard on High,
Brian Setzer Orchestra,Angels We Have Heard on High,
Christina Aguilera,Angels We Have Heard on High,
Glee Cast,Angels We Have Heard On High,
Mormon Tabernacle Choir,Angels We Have Heard on High,
Flight Of The Conchords,Angels,
Jessica Simpson,Angels,
Robbie Williams,Angels,
Aerosmith,Angel,
Aerosmith,Angel,
Akon,Angel,
Aleesia,Angel,
Amanda Perez,Angel,
Aubrey,Angel [ANR Radio Edit],
Daisy Dee,Angel,
Dave Matthews Band,Angel,
Eurythmics,Angel,
Gavin Friday,Angel,
Haywire,Angel,
Jack Johnson,Angel,
Joee,Angel,
Joee,Angel,
Massive Attack,Angel,
Natasha Bedingfield,Angel,
Natasha Bedingfield,Angel [Moto Blanco Radio Edit],
Ralph Fridge,Angel,
Ralph Fridge,Angel,
Sarah McLachlan,Angel,
Sarah McLachlan,Angel,
Shaggy,Angel,
Simply Red,Angel,
Helen Reddy,Angie Baby,
Charles Fox,Angie,
The Rolling Stones,Angie,
Yes,Angkor Wat,
Poe,Angry Johnny,
Poe,Angry Johnny,
Billy Joel,Angry Young Man [Live],
Steven Tyler & Liv Tyler & Ben Affleck,Animal Crackers,
Glass Tiger,Animal Heart,
Glass Tiger,Animal Heart,
Stephen Bishop,Animal House,
Three Days Grace,Animal I Have Become,
The Cranberries,Animal Instinct,
Savage Garden,The Animal Song,
Mountain,The Animal Trainer And the Toad,
Nickelback,Animals,
Def Leppard,Animal,
DJ Sammy Featuring Jean-Baptiste & Nyah,Animal,
Kristina Maria Featuring JC Chasez,Animal,
Neon Trees,Animal,
Neon Trees,Animal [Smash Mode Radio Edit],
Pearl Jam,Animal,
Platinum Blonde,Animal,
R.E.M.,Animal,
Toto,Animal,
Rush,Animate,
Karsh Kale,Anja [Lil' Roller Mix],
Jatin Lalit,Ankhen Bhi Hoti Hai (Haasil),
Anand Raj Anand,Ankhon Hi Ankhon Mein (Ek Se Badhkar Ek),
Counting Crows,Anna Begins,
Incubus,Anna Molly,
Don Ross,Annie And Martin,
Squeeze,Annie Get Your Gun,
The Angry Kids vs. The Lives of Famous Men,Annie Taylor [Original FM Mix],
Ben Folds,Annie Waits,
John Denver,Annie's Song,
Al Jolson,Anniversary Song,
Festival Italiano,Anniversary Song,
Eddy Howard,The Anniversary Waltz,
Vera Lynn,Anniversary Waltz,
Libra Presents Taylor,Anomaly (Calling Your Name),
Libra Presents Taylor,Anomaly (Calling Your Name),
Bobby Valentino Featuring Timbaland,Anonymous,
Pink Floyd,Another Brick in the Wall (Part I),
Pink Floyd,Another Brick in the Wall (Part II),
Pink Floyd,Another Brick in the Wall (Part II),
Pink Floyd,Another Brick in the Wall (Part II),
Pink Floyd,Another Brick in the Wall (Part III),
Pink Coffee,Another Brick in the Wall [Saffa 135 Extended],
Mambo All-Stars,Another Cha Cha,
Roger Sanchez,Another Chance,
Dakota Moon,Another Day Goes By,
Phil Collins,Another Day in Paradise,
Phil Collins,Another Day in Paradise,
Phil Collins,Another Day in Paradise,
Project D,Another Day in Paradise [Synth Version],
Skip Raiders,Another Day,
Sophia May,Another Day [Sunfreakz Radio Edit],
Whigfield,Another Day,
Whigfield,Another Day,
The Mighty Mighty Bosstones,Another Drinkin' Song,
Ben Harper,Another Lonely Day,
The Tragically Hip,Another Midnight,
One Ton,Another Miracle,
Squeeze,Another Nail for My Heart,
Squeeze,Another Nail for My Heart,
Eddie Money,Another Nice Day in L.A.,
Real McCoy,Another Night,
Real McCoy,Another Night,
Real McCoy,Another Night,
Queen,Another One Bites the Dust,
Queen,Another One Bites the Dust,
Queen,Another One Bites the Dust,
Queen,Another One Bites the Dust,
Mischa Daniels Featuring Crown,Another Place,
Barenaked Ladies,Another Postcard,
Eiffel 65,Another Race,
Chicago,Another Rainy Day in New York City,
Queensryche,Another Rainy Night (Without You),
Fat Joe Featuring Chris Brown,Another Round,
Toni Braxton,Another Sad Love Song,
Cat Stevens,Another Saturday Night,
Cat Stevens,Another Saturday Night,
B.J. Thomas,Another Somebody Done Somebody Wrong Song,
I Mother Earth,Another Sunday,
Alicia Keys & Jack White,Another Way To Die,
Disturbed,Another Way To Die,
Paul van Dyk,Another Way,
Paul van Dyk,Another Way,
Tevin Campbell,Another Way,
Les Boyz Electro,Another World,
Celine Dion,Another Year Has Gone By,
Madison Park,Another Yesterday [BeechKraft Radio Edit],
Elton John,Answer in the Sky,
Michelle Wright,The Answer Is Yes,
Joni Mitchell,"Answer Me, My Love",
Sloan,The Answer Was You,
Bran Van 3000 Featuring Summer Rose & Dizzy D,The Answer,
Men Without Hats,Antarctica,
Floorfilla,Anthem #2,
Floorfilla,Anthem #2,
Silverchair,Anthem for the Year 2000,
Blink-182,Anthem,
Filo & Peri,Anthem [Nic Chagall Mix],
Filo & Peri,Anthem,
Good Charlotte,The Anthem,
Rush,Anthem,
The Thugz,Anthem [Live],
Ubiquitous Synergy Seeker,Anti-Venom,
Carly Simon,Anticipation,
Swedish House Mafia,Antidote,
Andy Ling,Anuna,
Pink Floyd,Any Color You Like,
Ronnie Milsap,Any Day Now,
Llorca,Any How,
Shania Twain,Any Man of Mine,
Shania Twain,Any Man of Mine,
The Beatles,Any Time at All,
The Dave Clark Five,Any Way You Want It,
Journey,Any Way You Want It,
Journey,Any Way You Want It,
Queensryche,Anybody Listening?,
Classified,Anybody Listening,
Michael Cera and Ellen Page,Anyone Else but You,
The Moldy Peaches,Anyone Else but You,
Roxette,Anyone,
Autumn Hill,Anything At All,
Sheryl Crow,Anything But Down,
Avril Lavigne,Anything But Ordinary,
Jack Johnson,Anything but the Truth,
Ellie Goulding,Anything Could Happen [Almighty Radio],
Gloria Estefan,Anything for You,
Snow,Anything for You,
Ella Fitzgerald,Anything Goes,
Guns N' Roses,Anything Goes,
Brad Paisley,Anything Like Me,
Genesis,Anything She Does,
3T,Anything,
3T,Anything,
Frank Sinatra,Anything,
Jojo,Anything,
Monica Featuring Rick Ross & Lil' Kim,Anything,
Musiq Featuring Swizz Beatz,Anything,
Mariah Carey,Anytime You Need a Friend,
Brian McKnight,Anytime,
Brian McKnight,Anytime,
Brian McKnight,Anytime [Remix],
Obsession,Anytime [Definitive Mix],
The Who,"Anyway, Anyhow, Anywhere",
Amber,Anyway [DJ Encore Club Mx],
Duck Sauce,aNYway,
Martina McBride,Anyway,
Sherrie Lea,Anyway [Seismic Crew Uplifting Club Mix],
Backstreet Boys,Anywhere for You,
Enya,Anywhere Is,
Jake Owen,Anywhere With You [Single Edit],
The Tragically Hip,Apartment Song,
The Kinks,Ape Man,
Mychael Danna,Aphrodisiac,
Hardwell Featuring Amba Shepherd,Apollo,
Timbaland Featuring OneRepublic,Apologize,
Young Disciples,Apparently Nothin',
The Matthew Good Band,Apparitions [Edit],
Lady GaGa,Applause,
Bobby Hendricks,Apple Blossom Time,
Pink Floyd,Apples And Oranges,
Natalie MacMaster,Appropriate Dipstick,
Count Basie,April in Paris,
Wynton Marsalis,April in Paris,
Al Jolson,April Showers,
Asia,Aqua II,
Asia,Aqua I,
Jethro Tull,Aqualung,
Morcheeba,Aqualung,
The Fifth Dimension,Aquarius - Let the Sunshine In,
Ibrahim Ferrer,Aquellos Ojos Verdes,
Busta Rhymes Featuring Ron Browz,Arab Money,
DJ Antoine,Arabian Adventure 3 - Good Morning St. Tropez [Extended Mix],
DJ Antoine,Arabian Adventure [Ortega & Gold Vocal Mix],
Mario Piu & Mauro Picotto,Arabian Pleasure,
Mario Piu & Mauro Picotto,Arabian Pleasure,
Jeff Barry,The Archies ('Everything's Archie'),
Jools Holland,Architectural Number,
Jon B Featuring 2Pac,Are U Still Down?,
The Fixx,Are We Ourselves,
Jimi Hendrix,Are You Experienced?,
Jet,Are You Gonna Be My Girl,
Lenny Kravitz,Are You Gonna Go My Way,
Lenny Kravitz,Are You Gonna Go My Way,
Lenny Kravitz,Are You Gonna Go My Way,
Thompson Square,Are You Gonna Kiss Me Or Not,
Michelle Branch,Are You Happy Now?,
Michelle Branch,Are You Happy Now?,
Jimmy Ray,Are You Jimmy Ray?,
Elvis Presley,Are You Lonesome Tonight?,
Elvis Presley,Are You Lonesome Tonight?,
Elton John,Are You Ready for Love,
Reel 2 Real,Are You Ready for Some More?,
Reel 2 Real,Are You Ready for Some More?,
Reel 2 Real,Are You Ready for Some More? [1997 Gossip Mix],
Rozalla,Are You Ready to Fly,
Blue Rodeo,Are You Ready,
The Tragically Hip,Are You Ready,
Jesus Jones,Are You Satisfied?,
Little Sunshine Kids,Are You Sleeping,
Aaliyah,Are You That Somebody?,
Aaliyah,Are You That Somebody?,
Josh Wink,Are You There [Original Remix],
Vaux,Are You With Me,
Monty Python,Argument Song,
Delerium,Aria,
Mark Lindsay,Arizona,
Trace Adkins,Arlington,
Def Leppard,Armageddon It,
Jessica Jarrell,Armageddon [Stonebridge Radio Edit],
Prism,Armageddon,
Rush,Armor and Sword,
KidsAbility,Arms High,
Chilliwack,Arms of Mary,
Xscape,The Arms of the One Who Loves You,
Kerli,Army Of Love [Sultan & Ned Shepard Radio Edit],
Pink Floyd,Arnold Layne,
Kim Leoni,Around & Around,
Cage The Elephant,Around My Head,
Pearl Jam,Around the Bend,
Princess Vanessa,Around the Decks [N+K Club Mix],
LL Cool J,Around the Way Girl,
ATC,Around the World (La La La La La),
ATC,Around the World (La La La La La),
ATC,Around the World (La La La La La),
The Columbia Ballroom Orchestra,Around the World,
Daft Punk,Around the World,
Daft Punk,Around the World,
Daft Punk,Around the World,
Daft Punk,Around the World,
More,Around the World,
Apache Indian,Arranged Marriage,
Joee,Arriba,
Joee,Arriba,
Candlebox,Arrow [Live],
Christopher Cross,Arthur's Theme (The Best That You Can Do),
Edwin McCain,Artist Drop,
*NSYNC,Artist Drop,
Vonda Shepard,Artist Drop,
Lady GaGa,Artpop,
Kon Kan,Arts in D Minor - Harry Houdini,
James Horner,Arvid Beaten,
German Drinking Band,Arzmoser Walzer,
Tracy Lawrence,As Any Fool Can See,
John Mann,As Berlin Builds,
Our Lady Peace,As Fast As You Can,
Toby Keith,As Good as I Once Was,
Fine Young Cannibals,As Hard as It Is,
Sophie B. Hawkins,As I Lay Me Down [Airplay Mix],
Sophie B. Hawkins,As I Lay Me Down,
Sophie B. Hawkins,As I Lay Me Down,
The Tragically Hip,As I Wind Down the Pines,
Glee Cast,As If We Never Said Goodbye,
Brian Setzer Orchestra,As Long As I'm Singin',
Bavarian Oktoberfest Band & Chorus,As Long as There's the Old St. Peter - Fun in the Munich Hofbrauhaus,
Fleetwood Mac,As Long as You Follow,
Backstreet Boys,As Long as You Love Me,
Backstreet Boys,As Long as You Love Me,
Backstreet Boys,As Long as You Love Me [Radio Edit],
Justin Bieber,As Long As You Love Me [Ferry Corsten Radio Edit],
Justin Bieber,As Long As You Love Me,
Glee Cast,As Long As You're There,
Zac Brown Band,As She's Walking Away,
Ian Thomas,As the Days Go By,
Motorcycle,As the Rush Comes [Gabriel & Dresden Sweeping Strings Mix],
Dooley Wilson,As Time Goes by (From Casablanca),
Avalon Pops Orchestra,As Time Goes By,
Dooley Wilson,As Time Goes By,
Frank Sinatra,As Time Goes By,
Jimmy Durante,As Time Goes By,
Johnny Mathis,As Time Goes By,
Sonny Stitt,As Time Goes By,
Afrojack & Chris Brown,As Your Friend [Radio Edit],
Maxwell,Ascension (Don't Ever Wonder),
Ben Folds,The Ascent of Stan,
Las Ketchup,Asereje,
Faith No More,Ashes to Ashes,
James Horner,Ashes,
Master 'Mixin' Mando,Asi (Like This Like That),
Journey,Ask the Lonely,
Vonda Shepard,Ask the Lonely,
The Smiths,Ask,
Gym Class Heroes Featuring Neon Hitch,Ass Back Home,
Gym Class Heroes Featuring Neon Hitch,Ass Back Home [Ken Loi Radio Mix],
Look People,Ass Juice Face,
Muse,Assassin,
Brighton Rock,Assault Attack,
Denis Leary,Asshole of the Dance,
Denis Leary,Asshole,
The Evil Genius Orchestra,The Asteroid Field,
John Williams,The Asteroid Field,
Rick Ross Featuring Drake,Aston Martin Music,
Bran Van 3000 Featuring Curtis Mayfield,Astounded,
BKS,Astroplane,
BKS,Astroplane,
BKS,Astroplane,
George Michael & Mary J. Blige,As,
Beyonce,At Last,
Celine Dion,At Last,
Etta James,At Last,
Etta James,At Last,
Eva Cassidy,At Last,
Joni Mitchell,At Last,
Megashira,At Last,
The Spitfire Band,At Last,
The Starlite Singers,At Last [Cover],
Spacehog,At Least I Got Laid,
Frank Sinatra,At Long Last Love,
R.E.M.,At My Most Beautiful,
Wild Orchid,At Night I Pray,
Shakedown,At Night,
Shakedown,At Night [Mousse T Remix],
Jack Johnson,At Or With Me,
Jack Johnson,At or With Me,
Donna Lewis & Richard Marx,At the Beginning,
Richard Marx & Donna Lewis,At the Beginning,
iiO,At the End,
iiO,At the End [Scumfrog Remix],
The Parachute Club,At the Feet of the Moon,
Danny & The Juniors,At the Hop,
The Tragically Hip,At the Hundredth Meridian,
Simon & Garfunkel,At the Zoo,
Billy Vera,At This Moment,
Michael Buble,At This Moment,
The Tragically Hip,At Transformation,
Michael Kamen,"Athos, Porthos and Aramis [Greater LA All Star Orchestra]",
LTJ Bukem,Atlantis (I Need You),
George Clinton,Atomic Dog,
George Clinton,Atomic Dog,
Coldcut,Atomic Moog 2000,
Blondie,Atomic,
Blondie,Atomic,
Sleeper,Atomic,
Commander Tom,Attention [Original Club Mix],
Commander Tom,Attention [Radio Edit],
The Lonely Island Featuring Beck,Attracted To Us,
KidsAbility,Au Claire de la Lune,
Flight Of The Conchords,Au Revoir,
Rise Against,Audience Of One,
Look People,Auf Wiedersen Polka,
Emanuel Kiriakou,August Rain,
The Drifters,Auld Lang Syne,
Guy Lombardo,Auld Lang Syne,
Guy Lombardo,Auld Lang Syne,
Guy Lombardo And His Royal Canadians,Auld Lang Syne,
Jennifer Ryan,Auld Lang Syne [Jazz Version],
Lou Rawls,Auld Lang Syne,
Rob Crabtree,Auld Lang Syne,
Mairi Campbell and Dave Francis,Auld Lange Syne,
Deadmau5,Aural Psynapse,
Lady GaGa,Aura,
John Mellencamp,Authority Song,
John Mellencamp,Authority Song,
Project D,Autobahn [Synth Version],
