Artist,Title,Link,Lyrics,Theme
Wu-Tang Clan,The City,/w/wu+tang+clan/the+city_20147474.html,"That's black?  
Whattup God?  
Aiyyo Shorty got beef with that nigga? Word?  
Oh shit! Yo!  
Hold the fuck up  
  
Aiyyo yo, eight niggaz down (just enough)  
Fuckin' around with my sound (city)  
Yo, bring backup (city)  
Fuckin' with me, and mine  
Murderous  
  
Check it, yo  
The world is shifty, we livin' just enough for the city  
The rough witty killa bee sting just like the jiggy  
My Family Stone, foes attempt to gradually clone  
Label them my anus and the casualty's home  
It glows coffin, Wu stormin' like the light brigade  
ride the wave like Frankie Avalon  
As I decipher AIDS crime pays  
The law's long arm be tryin' to strongarm, walkin timebombs  
before I bomb firearm  
The chalm smoker, I hit the dread with a poster  
He toke with his own love and expose the black toaster  
Composer was shook  
I took your bad looks for joke get your back broke  
Deep throat this murder I wrote  
The antidote be seekin' like a buried treasure  
By every measure lethally inject your whole sector  
Wanted dead or alive  
Rebel I escapes across the desert sand  
leavin' no footprints to trace  
Keep a war face, in your place  
Conceal the baby knives on the North breaks  
I still shine in shady times  
  
Yeah, yo  
We livin' just enough (livin' just enough)  
Just enough (in the city)  
Just enough, for the city  
  
Yo, in the jungle  
I make moves like Iron Monkey  
Plots to bump me off D.O.T. be on the hunt for me  
We stay hungry, for money drugs and guns  
Ones who fake get caught in the crossfire for crumbs  
Know the science be my Goddess  
The facts tell gats sell like sex and violence  
And break the project silence, a vision  
This is way beyond four corners, escape this mental prison  
Before we're all goners, now embrace the world  
for the world war is ocean bomber  
Visionary soldier comma  
My code of honor, mind still start from the drama  
Trauma sent the victim, witness them run, scream in horror  
Military chopper come gun down the slum  
The outcome do or die Son it's bound to come  
Mentally aware I see truth within the square  
The future's here catch me on computer software  
Warfare's inevitable, Rebel I hold several government official  
It's a thirty-eight special, that steps through  
Like Nat Turner create a spectacle  
I may die in the scuffle but I'm takin' forty devils  
  
We livin' just enough  
Just enough  
Just enough  
For the city  
  
Killa beez, sting McEEEZ, yeah, Wu

",
Wu-Tang Clan,The Closing,/w/wu+tang+clan/the+closing_20147475.html,"Yeah, yeah  
I see everything  
I see everything  
You know what I'm sayin?  
  
It's like when we come through  
You better have your fuckin' third eye open  
You know, cause that's what time it is  
You know what I'm sayin?  
  
'Cause it's like, when you walk  
You striving for perfection  
That's what we doing  
Understand?  
  
So all that little fake shit out there  
We know the science on that  
We done seen that shit from, from  
From difference of angles  
  
You know what I'm sayin?  
It's like, yo kid, for real  
Wu-Tang, we set off a lot of shit in this shit kid  
You know what I'm sayin?  
  
But you know, you know us  
We play it calm, humble  
You know what I'm sayin?  
But I just be checking out niggaz darts and I be like  
  
Damn, them niggaz, them niggaz is  
Really, really, really, really, really  
They gonna stay shit!  
Uh ha, uh ha ha  
  
You know what I'm sayin?  
But it's all good cause I'm the soul controller  
You know what I'm sayin?  
Rather I say we the soul controllers  
  
The bottom line, like I said  
Deal with freedom, justice, equality  
You know?  
Keep shining, add on  
  
Food, clothing, and shelter  
All my niggaz, go pick up uniforms  
Go, when you buy this album  
Go pick up uniforms, for real  
  
You know what I'm sayin?  
'Cause don't think we doing this just for anybody  
We doing this shit for certain niggaz kid  
Certain people rather, certain  
  
Certain fans, certain supporters  
Certain delegators, word  
What the fuck man, I'm tired of seeing these  
Fake ass niggaz fucking, running with the fucking globe  
  
Ain't even, ain't even really seeing it the  
Way it, it should really be seen  
You know what I'm sayin?  
It's like, if you going to spread mathematics  
  
Spread it right  
You know what I'm sayin?

",
Wu-Tang Clan,The Heart Gently Weeps,/w/wu+tang+clan/the+heart+gently+weeps_20662063.html,"Wu, Wu, Wu, Tang, Tang, Tang  
  
The joy the flowers bring me  
The pain still has me sinking  
All while the heart gently weeps  
Your smell has got me shrinking  
The tears in your eyes are twinkling  
Because the heart gently weeps  
  
[Raekwon]  
Snowy night, fiends basing  
A Raisin in the Sun was amazing  
The joint on the dresser, a gauge went off  
Jumped up, fish tank, it fell and they stuck  
They shot her cousin LaVon, he owed a buck  
Willie was awful, pulled out the ratchet, let off two  
Grits fell on his leg, Kiana ripped the cold bowl  
He violent, an Island nigga with the talent  
Of six killas who just came home, from straight wilding  
Robbing everything in Macy's, Lacy, short haircut  
With long arms, who fuck niggas, got four babies  
Yvette jabber her, slapped her wig off, ran in the crib  
She did the dumb shit, my nigga then clapped her  
Lester, smoked Chester sister, Vest, I heard it was a mess  
They ripped the apple out her throat, blessed her  
Hungry hyenas from Medina, all eight trained us  
Who got reluct', think fast, and blast from Beamers  
  
[Ghostface Killah]  
I brought my bitch out to Pathmark, she's pushing the cart  
Headed to aisle four, damn I got milk on my Clark's  
That's what I get, not focusing, from hitting that bar  
My mouth dried, need plenty water quick, I feel like a shark  
In the aisle, busting them paper towels and wiping my Wally's down  
  
I stood up to face a barrel, he's holding a shiny pound  
It's him, he want revenge, I murdered his Uncle Tim  
I sold him a bag of dope, his wife came and copped again  
That bitch is crazy and uh, she brought her baby  
She knew I hard the murders, a smack, it killed her man though  
Now I got his fucking nephew gripping his gat, you'se a bitch...  
You better kill me... you know you're booty...  
You pulled your toolie out on me... motherfucker!  
First thought was to snatch the ratchet, said fuck it and fucking grabbed it  
I ducked, he bucked twice, this nigga was fucking laughing  
I wrestled him to the ground, tustle, scuffle, constantly kicked him  
He wouldn't let go the joint so I fucking bit him  
Shots was whizzing, hitting Clorox bottles  
Customers screaming, then the faggot ran out of hollows  
I had to show him what it's all about  
Next thing you read in the paper ""A man who came to kill, gets knocked out""  
  
[Chorus: Erykah Badu]  
I don't know whhhhhhhhhhhy... nobody told you  
Man's not supposed to cry...  
Though we're just babies... and you're so crazy  
How tears of joy, bring so much life  
  
[Method Man]  
Yo aiyo yo yo yo  
You on ya way to the store, nigga, grab me a Dutch  
I'm mad as fuck, my dude, my count was short when I was bagging it up  
Now I need liquor, nigga pass me a cup  
What's up with Officer Brown? The other day he tried to shackle me up  
He killed Kase and now he hassling us  
This motherfucker got balls, even the gaul to try and patten me up  
Time to re-up, let these niggaz know we back on the block  
With three hundred off a G-pack, it's cracking the spot  
  
[Chorus]

",
Wu-Tang Clan,The M. G. M.,/w/wu+tang+clan/the+m+g+m_20147476.html,"[Both] Yo, up in the M.G.M. coked up  
[Ghost] Sike! Six niggas walked in flashing they gems peace  
[Rae] Aight! One dark skinned nigga fifty-six inch rope  
Wrapped around twice  
[Ghost] Smash the Gilligan boat with ice  
[Rae] They threw sign language  
[Ghost] Ordered hot coffee  
[Both] wit a danish  
[Ghost] Relax -- whispered, ""They rap entertainers""  
[Rae] Had Lizzy on, two Japanese birds with furs look good kid  
[Ghost] Laid back handlin hors d'ourves  
[Rae] It's like round three  
[Ghost] We too black for BET  
You memorize the 1 to 40  
[Rae] I'm at the 19th degree  
If a civilized person doesn't perform, his duty  
What shall be done?  
[Ghost] Pardon me God, that nigga gotta gun  
Bulgin out his sweatpants, check out his stance  
See the side of his grill?  
[Rae] Look like my cousin Lance  
Left hand rock a Guess watch  
[Ghost] Yo I think I did his Clarks he wore the crush bone leather  
With the strings dark  
[Rae] Now I remember  
[Ghost] He from Bear Mountain  
He and Mitch Greene shot the fair one  
[Rae] Near the water fountain  
[Ghost] Seventh round, Chavez bleedin from his right ear  
Yo keep ya eye on that same nigga from right here  
[Rae] Popcorn spilling all on Liz Claiborne  
Ghost had the fly Gucci mocks wit no socks on  
Seen Deion Sanders in the back with the fat fur on  
[Ghost] Workin dem hoes with the fly Wu shirts on  
Mixed drink session Dunn  
[Rae] Pour me some more  
[Ghost] Chef leathered down blinking at Chante Moore  
[Rae] Tenth round Chavez tearin em down  
[Ghost] Sweet Pea get ya shit off  
[Rae] It's like blacks against the Germans  
[Ghost] Gettin hit off  
[Rae] Smooth and them walked in  
[Ghost] Brownsville representin  
[Rae] They sent a bottle over, autograph blessin  
[Ghost] Chef pull out the doodle twist the dank pink noodles  
[Rae] Yo I'm bout to roll one  
[Ghost] Matter fact twist two of those  
[Rae] Yo they wound up stoppin the fight  
Steels took a point away from Chavez  
[Ghost] Rematch scheduled on October Ninth  
Rematch scheduled on October Ninth

",
Wu-Tang Clan,The Monument,/w/wu+tang+clan/the+monument_20147440.html,"[Busta Rhymes]  
Yeah, yeah yeah now, what the fuck now?  
Flipmode Wu-Tang shit, what the fuck now?  
Yeah yeah yeah..  
Historical and monumental shit  
What the fuck now? Yeah, yeah, yeah  
  
Straight smack a nigga right in the face like this was handball  
Or make a mural out his face up on a damn wall  
Niggas play hard and shit, if you know what's best for you  
Why y'all niggas better safeguard your shit  
Even though we rep brass knuckle rap  
Fuck with street geniuses and bowlegged chicks who walk with a gap  
Street niggas now the corporate boss  
Still go to why y'all restaurant for steamed fish and Irish moss  
And why-yo, the way we do it and you see how my shit bomb  
Your whole show wack and I'ma cancel your sitcom  
Fuck a nigga broad 'til she tired and real calm  
You ain't knowing my name tattooed on your bitch arm  
The way we blow shit is a shame  
Casually bust my gun and celebrate busting a cork on the champagne  
Wrote you with a whole new approach that lead a whole team of niggas  
Why'all should know I only ball like a coach, now!  
  
[Raekwon the Chef]  
Check out the light fixture, freak lines like white bitches  
Let the mic lines - hang that slang is ridiculous  
Emperor of warlords, big gun only fuck with sawed-offs  
That's my specialty, more to bust  
Shot out my bed parrot keep it gangster Lord  
I analyze your work those that got merked were not established  
Texture look classy, arm baby 2000 raspberry  
S-5, blowin through Asbury  
Soon to own steakhouses, glowin like makeover thousand  
Them them niggas, robbing from Pinkhouse's  
Show and prove, knocking off cab drivers  
God, sodomize money, ring two hundred thousand  
See the color of the carved out Wu emblem  
Baby, it's all designers, tailor-made Wu gooses  
Limousine, automatic new Uzi's in 'em yo  
Relax, cousin just cruise through, jewels with him  
  
[GZA]  
Move up the block, giant box blast my song  
Non-stop strictly hip-hop, march on  
Doo-rag hang long, metal tape is high-bias  
Graphics, captured with the colorful, iris  
I zoom in, while the listeners tune in  
Some assuming they paid dues and joined the union  
Lost nigga couldn't rumble in this wild jungle  
Quick to crumble, type to be on the stand and fumble  
Divine Master, threw on the track that made 'em bleed  
He produce at unattainable rains of top speed  
This powerful magnet, that left 'em stagnant  
Was unlikely in cameras in larger fragments  
Un-filled rifle, scout sniper, shots precise  
Starlight scope, with the night vision device  
Splendid marksman, that'll shoot the one off the dice  
Split a grain of rice, in one shot we kill 'em twice

",
Wyclef Jean,Any Other Day,/w/wyclef+jean/any+other+day_20661238.html,"[Norah Jones]  
Hmm... mmm  
Today is, not like, any other day!  
This one is runnin', turn a darker shade of grey!  
What, will, I, have, left (tell me tell me)  
(Somebody tell me now)  
When, this, hard, rain's, gone away  
There is a safe place, that I used to know!  
It's the only place, that I want to go!  
Where, else, could, I (tell me tell me)  
(Somebody tell me now)  
'Til, this, hard, rain's, gone (ah-ah-away)  
  
[Wyclef Jean: x2]  
Grandma, grandpa, mother, father  
Sister, brother, Lord  
Please help the child  
I heard the preacher say it's okay, I heard the preacher say  
I see the airplane  
I hear the engine on the boat  
But y'all can't see me wavin' the flag  
Somebody please wave the flag  
  
[Norah Jones]  
What, will, I, have, left (tell me tell me)  
(Somebody tell me now)  
When, this, hard, rain's, gone away  
Today is, not like, any other day!  
So I'm gone, I have to find, my own way  
(People, we gotta find another way!)  
Can, you, tell, me, how  
When, the, hard, rain's, gone (ah-ah-away)  
  
[Wyclef Jean]  
I see them wavin' the flag  
Tell the chopper over here man we wavin' the flag  
I see them wavin' the flag  
Tell the boat over here man we wavin' the flag  
Man I'm wavin' the flag  
Tell the chopper over here man we wavin' the flag  
Man I'm wavin' the flag  
Tell the boat over here man we wavin the flag, wavin the flag, wavin' the flag

",
Wyclef Jean,Apocalypse,/w/wyclef+jean/apocalypse_20147483.html,"Intro:  
  
  
Yeah, I was looking out my window  
  
when i heard this sound  
  
look up into the sky  
  
saw the moon turned to blood  
  
looked at my little brother  
  
said, ""you high as hell maaan""  
  
  
Chorus:  
  
  
Apocalypse..  
  
1,2 the headlines youths just rolled through  
  
Apocalypse..  
  
3,4 solder, 100 horsemen at your door  
  
Apocalypse..  
  
5,6 you wanted dead or alive, hit or miss  
  
We we y'all, yeah, we we y'all  
  
  
Verse One:  
  
  
Arrival of the Carnival  
  
New beats, I never recycle  
  
While your looking for samples  
  
You might get trampled  
  
Surprise, hey  
  
I'm back with lightning and thunder  
  
I heard you over saying that i was a one year wonder  
  
You dumb or some, i went to refugees  
  
Silly felony, when i'm done  
  
Collect royalty from record company's  
  
Clouds getting darker  
  
Suns getting nearer  
  
I'll turn a atheist into a god fearing believer  
  
The back of a building  
  
Your body's found by children  
  
Playin' hide go seek  
  
All we found was his skeleton  
  
In the back of a car  
  
You spawned with the wrong guard  
  
You know my empire strikes back hard  
  
Listen hard, war  
  
This is the day after action  
  
Projects, cannons  
  
Being launched at the palace  
  
Vision, revelation  
  
Sky know apocalypse  
  
Enemy pilots kamikaze into the abyss  
  
  
Chorus:  
  
  
Apocalypse..  
  
1,2 the headlines youths just rolled through  
  
Apocalypse..  
  
3,4 solder, 100 horsemen at your door  
  
Apocalypse..  
  
5,6 you wanted dead or alive, hit or miss  
  
We we y'all, yeah, we we y'all, yeah, we we y'all  
  
  
Verse Two:  
  
  
Aiyyo, Back on earth  
  
The party is in the tunnel  
  
On the west side of the river  
  
Went mad quiver  
  
Rats get fed to the alligator  
  
Gun blast equivalent to the bombs in pearl harbor  
  
Rescue choppers broke the turn to hiroshima  
  
I'm driving to jersey to escape the terror  
  
I was on the highway pushing a black viper  
  
A car pulls up, is he a jack or a sniper (sniper)  
  
A blue range rover, he says pull over  
  
I didn't know he was a DT undercover  
  
I screamed out my lungs  
  
This is discrimination!  
  
He tried, he said you just robbed a gas station  
  
Who me? not me! it couldn't be  
  
I was in the Grammys with Brandy  
  
Didn't you see me on tv?  
  
Bullshit, y'all all in the same game  
  
He tried to run me off the road  
  
Like he was rosco, rico or dre  
  
I stayed calm, gave him a hell of a show  
  
Cause when its time to go  
  
All i gotta press is turbo  
  
Heard it on his walkie, road block on 280 west  
  
Things got serious, that's when i bust a left  
  
you-Turn, my eyes burned  
  
My concern was a truck coming  
  
Head on collision within a chase position  
  
Close one, i almost went up in a blaze  
  
Running from what appears to be a masquerade  
  
Least that what i thought, it was all in my mind  
  
Reality stuck when i got to the borderline  
  
The headline reads every ghettos sad story  
  
A rookie shoots a boy over mistaken identity...  
  
(crash)  
  
  
Chorus repeat (2X)  
  
not, the record (fades out)

",
Wyclef Jean,Baby,/w/wyclef+jean/baby_10188783.html,"I want to thank y'all for coming to see the preacher's son tonight (thank you)  
Fellas, hold on to your girl right now  
Yeah right now we're gonna slow the whole dancefloor down  
Oh yeah, take it back to the old school, let's go  
  
Baby, let me holla at you  
You know there's no greater love  
Than a woman who loves a man  
And a man who loves a woman, ah yeah  
  
I want to love ya  
And I ain't talking trash neither, ey  
This is something that I can feel deep in my soul, oh, oh  
We gonna listen to some Marvin  
We gonna listen to some Isley  
We gonna listen to some Teddy Pendergrass (Pendergrass)  
Oh, once I got you in the mood  
I want to introduce myself to you  
We gonna listen to Smokey  
We gonna listen to Stevie  
We gonna listen to Donny Hathaway  
Ooh, would you please lay your body next to mine, ah yeah  
  
Doggy, and I ain't talking bout my pitbull neither  
I'm talking about the first lady  
That was there in the beginning when your daughter wasn't with it, oh yeah  
  
I want to love ya  
And I ain't talking trash neither, ey  
This is something that I can feel deep in my soul, oh, oh  
We gonna listen to some Marvin (Marvin)  
We gonna listen to some Isley (Isley)  
We gonna listen to some Teddy Pendergrass (Pendergrass)  
Ooh, once I got you in the mood  
I want to introduce myself to you  
We gonna listen to Smokey  
We gonna listen to Stevie  
We gonna listen to Donny Hathaway  
Ooh, would you please lay your body next to mine, ah yeah  
  
Yeah, I'm a young man with an old school, girl  
But then you told me a good woman  
Is worth more than diamonds and precious pearls  
Yeah, yeah, yeah  
So lay back, and let me massage you, everywhere now  
I can feel them move with your body  
Harder, harder, harder, harder, harder  
You make me so hot  
  
We gonna listen to some Marvin  
We gonna listen to some Isley  
We gonna listen to some Teddy Pendergrass (Pendergrass)  
Ooh, once I got you in the mood  
I want to introduce myself to you  
We gonna listen to Smokey  
We gonna listen to Stevie  
We gonna listen to Donny Hathaway  
Ooh, would you please lay your body next to mine, ah yeah

",
Wyclef Jean,Baby Daddy,/w/wyclef+jean/baby+daddy_10188781.html,"Right now if you raising some children that don't belong to you  
But you know you're taking care of them  
Please report on the dancefloor, let's go now  
Do the stepfather dance (to the right)  
Do the stepfather dance (to the left)  
Do the stepfather dance  
Baby mama don't hurt nobody, come on  
  
I ain't that baby's daddy, I treat him like he's my own  
But sometimes sit and wonder how can I father another man's son (oh)  
When ? breaks in the pad  
Shorty want to scream 'I ain't his real dad' now  
I may not be your father  
But I'm the closest thing to him  
  
Girl I love you  
And ain't a thing that I wouldn't do for you  
You my boo and we be sticking just like glue  
But your kid's got me losing my mind  
want to know if I want you  
And if I do then you just gotta come to  
Now the family be fighting through hard times  
But I'm gon' treat them like they're mine  
  
I ain't that baby's daddy, I treat him like he's my own  
But sometimes sit and wonder how can I father another man's son (oh)  
When ? breaks in the pad  
Shorty want to scream 'I ain't his real dad' now  
I may not be your father  
But I'm the closest thing to him  
  
Fresh pair of Jordan's you had it  
When you want a PlayStation you had it (Vendetta)  
First day of school you had it  
Even when I didn't have it  
Once upon a time, not long ago  
Before the dreads, when I had the afro  
When in school I used to pass the love notes  
If you like me check yes if not check no  
Flip the page now everything changed  
The kid don't even have my last name  
Sometime I feel like I'm paying child support  
Someone please call people's court  
  
I ain't that baby's daddy, I treat him like he's my own  
But sometimes sit and wonder how can I father another man's son (oh)  
When ? breaks in the pad  
Shorty want to scream 'I ain't his real dad' now  
I may not be your father  
But I'm the closest thing to him  
  
No, (come on) I can't seem to take this pressure no more (come on)  
And ? told me young man that life's too short  
So leave ya kids at home, meet me on the dancefloor  
  
Yo Wyclef you a wild boy, check it out  
  
Do the stepfather dance, to the right  
Do the stepfather dance, to the left  
Do the stepfather dance (yeah)  
Jersey's in the house  
  
We go, Redman, ganjah the smoke  
Listen to the sounds of my nigga funk doc, oh  
Wyclef, you know you rule hip-hop, oh  
Yo let me handle my bidness (go ahead)  
If you love your sons like I do, dress like you and  
Air's on his feet, and shinin' his jewels  
Brag when he get back to school  
Saying my daddy bought me Vendetta 2 for Gamecube  
You know kids that try to get fast  
That's when I open up a can of whoop ass  
Listen, I'm the boss, if you do what I say  
Like Nas, the world is yours, let's go  
  
I ain't that baby's daddy (Redman)  
I treat him like he's my own (we in the house)  
But sometimes sit and wonder how can I father another man's son (oh)  
When ? breaks in the pad (aha)  
Shorty want to scream 'I ain't his real dad' now (aha)  
I may not be your father (ey)  
But I'm the closest thing to him (come on)  
  
I ain't that baby's daddy (I ain't that baby's daddy)  
I treat him like he's my own (like he's my own)  
But sometimes sit and wonder how can I father another man's son (oh)  
When ? breaks in the pad (breaks in the pad)  
Shorty want to scream 'I ain't his real dad' now (you ain't my dad)  
I may not be your father (aha)  
But I'm the closest thing to him (yeah)  
  
Do the stepfather dance  
Do the stepfather dance (eh)  
Do the stepfather dance

",
Wyclef Jean,Bubblegoose,/w/wyclef+jean/bubblegoose_20147545.html,"When I was young, Mama played a guitar  
A microphone and she said I'd go far  
She said, ""Just keep all the lyrics hardcore""  
Listen to my talk and get up, I'm on the corner with my...  
  
Hey kids, gather around, it's Wyclef and Melky Sedeck  
I got a story to tell, heeeeeeere we go  
  
Sit right back and hear a tale of a hustler 'round my way  
He used to clock around the block from where my grandma stayed  
Black BMW with rims to match, windows bulletproof  
One night, he jumped out the car  
and caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
You can be at the party gettin' loose  
But you can catch a bullet in your bubblegoose  
  
Hey yo, hey yo, my pen's in my hand, what should I write next?  
Oh yeah, and if you don't know, success brings stress  
I'm vexed, my phone rings, collect call from Jeff  
The operator say, ""If you accept, say yes""  
""Yes, what's the deal, son?""  
""Yo, I got bad news""  
Yo, by the tone of his voice, I heard the ill street blues  
""The friends will make you, then too can break you  
They plan an execution like Fu Man Chu""  
""Who?""  
""You know the character from channel 5 kung-fu (wahoo)""  
""Slow down, man, Jeff, I'm losin' you""  
""Hey yo, your cousin Rohann...""  
""Uh-huh""  
""Who used to sell bang""  
""Uh-huh""  
""DT's found his hand in the back of Binnigans...""  
""What?""  
""In a plastic bag with a note attached""  
""Saying what?""  
""A million and a half or he won't be back""  
""So meet me by the Brooklyn Bridge, 12:00 sharp""  
""If not, at the funeral, you gotta play the harp""  
Yo, why they wanna start and make me play my part?  
Don't they know like Sting, I can turn this murder into art?  
I jumped into my car, there's gotta be a joke  
Traffic's backed up, who's in town, the Pope?  
S-s-s-s-someone blew the horn, I turned and looked left  
To my surprise, it was my sis, Melky Sedeck  
  
Sit right back and hear a tale of a hustler 'round my way  
He used to clock around the block from where my grandma stayed  
Black BMW with rims to match, windows bulletproof  
One night, he jumped out the car  
and caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
You can be at the party gettin' loose  
But you can catch a bullet in your bubblegoose  
  
You're shootin' in the opposite position  
I'm thiniin', ""Should I fire or hold back on ammunition  
On your wig transition?""  
My mission, like Take 6, is to spread love  
But all you screwed mugs got me wearin' black gloves  
You up in my face, I see the fear in your eyes  
You wanna feel the pain like a grown man gettin' circumcised  
Shalom, shalom, pardon my left  
But my right hand's on your throat, massaging you to death  
You provoke the cycle, call Michael  
You're lookin' in the mirror, well, I'm in your window, oh oh  
You hear me Urkel, your blood will turn purple  
Like the colour, you holler, ballin' for your mother  
No-one hears you even though you knock  
You used to walk around the block with the daily rock  
Things done changed since your spark got hot  
Now you got your knot wocked with your very own glock  
  
Sit right back and hear a tale of a hustler 'round my way  
He used to clock around the block from where my grandma stayed  
Black BMW with rims to match, windows bulletproof  
One night, he jumped out the car  
and caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
You can be witcha girl gettin' loose  
But you can catch a bullet in your goose  
He caught a bullet in his bubblegoose  
He caught a bullet in his bubblegoose  
You can be at the party gettin' loose  
But you can catch a bullet in your goose  

",
Wyclef Jean,Celebrate,/w/wyclef+jean/celebrate_10188780.html,"Ladies and gentleman, the preacher's son  
Patti LaBelle is in the building  
  
Let's celebrate, have a basement party  
A barbeque how we used to do  
On the avenue, have a family reunion  
Man, how I miss those days  
When the kids was kids, no knives on the street  
When the ice cream man came around the way  
Lord, Miss Patti, won't you help me sing  
Lord knows how I miss those days  
  
Dressing up for church on Easter Sunday (how I miss those days)  
Doing the electric slide at every party (how I miss those days)  
Oh, if only you knew, what I've been through (you would celebrate)  
You would celebrate (everybody just celebrate, how I miss those days)  
Get up, you would celebrate (celebrate, everything's gonna be ok, how I miss
those days)  
  
I came in this game through the back door (get up)  
I know LaBelle, we were so much more (get up)  
We worked it, and earned it, God knows we deserved it (get up)  
Keep on striving, I know you'll make it  
  
Let's celebrate, have a basement party  
A barbeque how we used to do (yeah, get up)  
On the avenue, have a family reunion  
Man, how I miss those days  
When the kids was kids, no knives on the street  
When the ice cream man came around the way  
Lord, Miss Patti, won't you help me sing  
Lord knows how I miss those days  
  
Dressing up for church on Easter Sunday (how I miss those days), get up  
Doing the electric slide at every party (how I miss those days)  
Oh, if only you knew, what I've been through (you would celebrate)  
You would celebrate (everybody just celebrate, how I miss those days)  
Get up, you would celebrate (celebrate, everything's gonna be ok, how I miss
those days), get up  
  
I'm gon' box these niggaz  
Take home on a number one belt (get up)  
We gonna pop that thug, oh no, to celebrate the wealth (get up)  
See, I'm a take that hay and turn it into loot  
'Cause who ever God blessed no man can test (get up)  
Who ever God blessed, no man can test  
What goes up must surely come down, yes  
So watch who you hurt on your way up  
'Cause they'll be laughing at you on your way down  
Tell the judge we don't want incarceration  
Cause we came for the celebration, hey  
So let the women and the children eat first  
'Cause it's been so long since a celebration, Cassidy  
  
This Cassidy, let's celebrate (oh)  
I'm selling weed and got hella cake  
And I still got the dog in my backyard  
It's hamburgers, hot dogs in the back row (get up)  
On the grill we cooking it all up  
My mom got skills, she hooking it all up  
Man, it feels like back in the days  
When cats wasn't clapping to K's  
And hood rats was acting they age (get up)  
Clef and the rest of the game with me  
And me and Miss LaBelle, we rep the same city (get up)  
Philly, home of the blunts and the cheese steaks  
And I cannot be stopped, like I need breaks (get up)  
  
Let's celebrate, have a basement party  
A barbeque how we used to do (yeah)  
On the avenue, have a family reunion  
Man, how I miss those days  
When the kids was kids, no knives on the street  
When the ice cream man came around the way  
Lord, Miss Patti, won't you help me sing  
Lord knows how I miss those days  
  
Dressing up for church on Easter Sunday (how I miss those days)  
Doing the electric slide at every party (how I miss those days)  
Oh, if only you knew, what I've been through (you would celebrate)  
You would celebrate (everybody just celebrate, how I miss those days)  
Get up, you would celebrate (celebrate, everything's gonna be ok, how I miss
those days), get up  
  
Celebrate (you would celebrate), everything's gonna be ok, how I miss those
days (get up)  
You would celebrate, everybody just celebrate, how I miss those days

",
Wyclef Jean,Daddy,/w/wyclef+jean/daddy_20147526.html,"""Daddy""  
  
Da, da, da, daddy, daddy, daddy  
I'm sure y'all heard about my dad  
Da, da, da, daddy, daddy, daddy  
This one goes out for everybody that lost somebody  
Da, da, da, daddy, daddy, daddy  
Be strong  
Da, da, da, daddy, daddy, daddy  
  
Now I understand what Scarface meant  
When he said I never seen a man cry till I seen a man die  
Never in my deepest thoughts that I would imagine  
I would be the one carrying a coffin  
Yo I feel like a orphan even though I got a mom  
I'm the first born so I gotta play strong  
Memories of the past bout when we cried when we laughed  
It makes it hard, dad, for me to finish write this paragraph  
I remember when we all shoved snow frost bites and all  
Temperature forty below  
You used to call me lazy cause I said it was too cold  
But you would go in the crib fix me a fresh cup a cocoa  
I can't front  
I wish there was a sequel of the sixth sense  
So I could see dead people  
I'm so hurt, dad  
I can't cry no more  
But I know that you're knockin on heaven's door  
Peace  
Da, da, da, daddy, daddy, daddy  
Rest in peace, dad  
Da, da, da, daddy, daddy, daddy  
All my people live on  
Da, da, da, daddy, daddy, daddy  
Rest in peace, dad  
Da, da, da, daddy, daddy, daddy  
  
Look into my eyes  
Realize I'm the same man my father was  
y'all can tell by my Pink Cadillac  
The way I clean my ride  
Old grim tilted to the side  
But what I loved most was when the God philosophize  
About the philosophies of life in its reality  
Keep the right mentality  
Don't fall into vanity  
Sometime I feel like he standin watchin over me  
Whisperin in my ear, baby boy, I'm still here  
I heard him said I'm the shadow right beside you  
And if you confused, son, I'm there to guide you  
And even though I walk through the valley of the shadow of death  
I fear no evil  
For the Lord is wit me  
But don't forget that your mom's in your hands  
You two were so close  
That I finally understand  
And here's a message to your brothers and your sisters  
I'ma miss em  
No matter what I'mma be wit em  
Peace  
  
Da, da, da, daddy, daddy, daddy  
To my dad, rest in peace  
Da, da, da, daddy, daddy, daddy  
I guess I'll see you at the resurrection  
Da, da, da, daddy, daddy, daddy  
To all my people that lost somebody  
Da, daddy, daddy, daddy  
Put the lighters in the air  
Da, da, da, daddy, daddy, daddy  
Oh, daddy  
Oh, daddy  
Da, da, da, daddy, daddy, daddy  
Oh, yeah, yeah  
I need you, daddy  
Da, da, da, daddy, daddy, daddy  
Oh, oh  
Da, da, da, daddy, daddy, daddy  
Daddy  
Da, da, da, daddy, daddy, daddy

",
